dataset_source,category_id,category_name,length_cm,width_cm,height_cm,typical_len_cm,min_len_cm,max_len_cm,source_reference,image_path
ABO Dataset,B088BXLDCJ,AmazonBasics Merv 11 AC Furnace Air Filter - 14'' x 20'' x 1,34.92,1.91,50.16,50.16,49.16,51.16,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2a/2accd835.jpg
ABO Dataset,B074H5M17F,"365 Everyday Value, Dishwasher Detergent Packs, Lemon Scent,",16.13,7.11,22.35,22.35,21.9,22.8,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/04/04444fc8.jpg
ABO Dataset,B08933RV1D,"AmazonBasics Art Paint Brushes Set, 24 Different Sizes for A",24.51,10.49,3.0,24.51,24.02,25.0,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/3595924e.jpg
ABO Dataset,B07GW1RGDR,"Amazon Brand - Solimo Instant Oatmeal, Apple & Cinnamon, 20",12.22,10.95,24.45,24.45,23.96,24.94,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/32/32de9712.jpg
ABO Dataset,B07QP7C75S,AmazonBasics File Folders - Letter Size (100 Pack) – Manila,31.12,25.4,8.26,31.12,30.5,31.74,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/cb/cbaa70f9.jpg
ABO Dataset,B010RLC7P2,AmazonBasics 360-Piece Clear Plastic Utensil Cutlery Set,27.94,11.51,18.01,27.94,27.38,28.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/83/834498d6.jpg
ABO Dataset,B07D8TRMDW,"Amazon Brand - Solimo Clean Plus Replacement Brush Heads, 8",5.1,6.4,22.5,22.5,22.05,22.95,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/dd/ddb3b43d.jpg
ABO Dataset,B07P6XKGJB,Amazon Brand - Solimo Apple Slicer with Storage Cup,16.5,12.0,7.0,16.5,16.17,16.83,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8c/8c1e9f4c.jpg
ABO Dataset,B087JZWNZX,"Amazon Elements Baby Wipes, Advanced Sensitive, 810 Count",36.35,22.38,28.89,36.35,35.62,37.08,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/9f/9f99b2b4.jpg
ABO Dataset,B07FLY2V91,Amazon Brand - Solimo Lemonade Drink Mix Singles (10 packets,5.56,3.65,11.43,11.43,11.2,11.66,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/37/37ba2bd3.jpg
ABO Dataset,B0842GPDX1,AmazonBasics AAA Performance Alkaline Non-Rechargeable Batte,27.5,25.3,23.8,27.5,26.95,28.05,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/89/897a2fc5.jpg
ABO Dataset,B07P5ZBCPY,Amazon Brand - Solimo Ginger/Garlic Crusher (small),6.0,10.0,10.0,10.0,9.8,10.2,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ac/ac082864.jpg
ABO Dataset,B07D5DW3R6,UMI. Essentials Fitness Bands - Elastic Exercise Stretch Ban,200.0,15.0,0.06,200.0,196.0,204.0,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c1/c1bbffd2.jpg
ABO Dataset,B07JC4S5CS,"Amazon Brand – Rivet Amelia Modern 74"" Sofa, Fabric, Light G",187.96,118.11,87.88,187.96,184.2,191.72,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/24/24db51ca.jpg
ABO Dataset,B073P17RRM,Amazon Brand – Rivet Puppy Eyed Dog in Burgundy Collar Print,77.47,3.17,77.47,77.47,75.92,79.02,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/29/29a9243f.jpg
ABO Dataset,B079X87CY1,"AmazonBasics Sticky Notes - 1 3/8"" x 1 7/8"", Assorted Colors",3.51,4.78,5.99,5.99,5.87,6.11,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ed/ed2264b0.jpg
ABO Dataset,B07HS4WXWF,Amazon Brand - Solimo - Swiss Milk Chocolate 1.2 kg (4 bars,34.6,9.7,6.9,34.6,33.91,35.29,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/5b/5b908cab.jpg
ABO Dataset,B08BP9Y1HF,"AmazonCommercial Glass Measuring Cup, 2 Cup Capacity (0.5 Li",18.54,12.95,8.89,18.54,18.17,18.91,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/3595924e.jpg
ABO Dataset,B07W6DH7KY,AmazonBasics Replacement LG LT600P Refrigerator Water Filter,5.99,5.99,30.71,30.71,30.1,31.32,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/64/64727d7f.jpg
ABO Dataset,B07144RV37,"Wickedly Prime Nut Bar, Peanut & Almond, Gluten Free, Kosher",25.4,4.45,15.56,25.4,24.89,25.91,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/27/27e24173.jpg
ABO Dataset,B084CG9VJ3,AmazonBasics Expandable Backpack for DSLR and Lenses - 12 x,45.72,17.78,30.48,45.72,44.81,46.63,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ca/caf590cf.jpg
ABO Dataset,B003ODIDWC,White Freshwater Cultured Pearl and Crystallized Swarovski E,28.45,23.37,2.79,28.45,27.88,29.02,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/90/90bd3036.jpg
ABO Dataset,B00DIFIM36,AmazonBasics Ultra-Thin Indoor HDTV Antenna - 25 Mile Range,23.37,18.29,0.05,23.37,22.9,23.84,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/36/36caabd1.jpg
ABO Dataset,B07BWK7FXK,Amazon Brand – Stone & Beam Andover Modern Left Chaise Sofa,223.52,104.14,78.74,223.52,219.05,227.99,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ad/ad191d85.jpg
ABO Dataset,B07CN7B2H1,AmazonBasics Gingerbread Man Silicone Mould,25.4,19.99,3.0,25.4,24.89,25.91,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d0/d0701af6.jpg
ABO Dataset,B07JCYG2ZF,AmazonBasics Bathroom Accessory Collection Classic Round Fre,18.03,18.03,51.56,51.56,50.53,52.59,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/50/5011a2bd.jpg
ABO Dataset,B07WLQKBG4,Amazon Brand - Happy Belly Swiss Dark Chocolate with Honey a,21.2,7.2,18.5,21.2,20.78,21.62,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c5/c5b26e75.jpg
ABO Dataset,B07YX8FBXV,"AmazonBasics Reusable Hard Sided Rectangular Ice Pack, 8.3""",16.99,20.98,3.0,20.98,20.56,21.4,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/aa/aaa6c73a.jpg
ABO Dataset,B086TCHJ4K,"Cursive Pinot Noir, Central Coast, California, 750 ml",8.26,8.26,30.48,30.48,29.87,31.09,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1e/1e60f202.jpg
ABO Dataset,B07X2TNQNJ,"AmazonBasics TV Trolley for 24-43"" TVs with Swivel Feature (",78.0,66.29,130.61,130.61,128.0,133.22,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/81/811ec83f.jpg
ABO Dataset,B07S9FNSPS,"AmazonBasics Hanging Planter, Square - White/Black (3-Pack)",25.68,12.17,14.5,25.68,25.17,26.19,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c0/c08e7a6d.jpg
ABO Dataset,B07GF762PX,"Amazon Brand - Solimo 24 Cavity Silicone Ice Mould, Black",33.5,21.5,2.0,33.5,32.83,34.17,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/7d/7d5980a7.jpg
ABO Dataset,B01N365TIC,"AmazonBasics AB-5010 Euro Bottom Mount Drawer Slides, 16 Inc",40.64,2.29,2.21,40.64,39.83,41.45,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b6/b6c010df.jpg
ABO Dataset,B07TF9458R,"AmazonBasics Vehicles Mini Excavator, 5-Pack",13.31,6.3,10.31,13.31,13.04,13.58,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/3c/3ce1df97.jpg
ABO Dataset,B07HGDQ5HL,Form + Function Advanced Hand Sanitizer with Vitamin E and A,116.84,91.69,115.06,116.84,114.5,119.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/3b/3b2b20c5.jpg
ABO Dataset,B07QDSFJV7,"AmazonBasics Drying Rack - 18""x24"" - Charcoal/Nickel",48.26,43.81,40.32,48.26,47.29,49.23,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/33/3313d73a.jpg
ABO Dataset,B074V3V1V3,"365 Everyday Value, Organic Butter Unsalted, 1 lb",12.95,6.86,6.86,12.95,12.69,13.21,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c5/c5b9125f.jpg
ABO Dataset,B07TRMCCVK,"AmazonBasics LED Decorative Motif, Crystal Snowflake",4.7,53.34,60.96,60.96,59.74,62.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/14/143fc5b9.jpg
ABO Dataset,B07RM4GT89,Amazon Brand - Solimo 2 Ply Facial Tissues Carton Box - 100,22.0,11.5,7.0,22.0,21.56,22.44,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a4/a4e0b561.jpg
ABO Dataset,B07WQRSKLZ,AmazonBasics Basic Bird Feeder (Renewed),16.69,16.69,20.5,20.5,20.09,20.91,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/df/df32b867.jpg
ABO Dataset,B07XGV56Q6,Nia & Nicole Women's Wallet (Tan),20.5,4.0,11.0,20.5,20.09,20.91,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/5e/5e7f27d3.jpg
ABO Dataset,B07SQQ3VRR,Movian Hypoallergenic High Resilience Dual Side Mattress,200.0,140.0,20.0,200.0,196.0,204.0,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/16/169ab338.jpg
ABO Dataset,B08353Z8FK,Amazon Brand - Eden & Ivy Women's Wallet (Tan),11.5,1.5,10.0,11.5,11.27,11.73,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f9/f9b1bb51.jpg
ABO Dataset,B072WZ2ZGX,"AmazonBasics File Jacket, Reinforced Straight-Cut Tab, Flat-",24.13,29.54,0.03,29.54,28.95,30.13,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b0/b083dc46.jpg
ABO Dataset,B07T3STPD1,AmazonCommercial Heavy Duty Diesel Fuel Transfer Pump Kit Po,33.02,20.32,20.32,33.02,32.36,33.68,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/91/912fdee0.jpg
ABO Dataset,B07VY1KK8D,AmazonBasics Pre-Seasoned Cast Iron Skillet and Dutch Oven S,43.31,25.3,11.0,43.31,42.44,44.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a2/a2afb50f.jpg
ABO Dataset,B07MQPXPS1,"Amazon Brand - Happy Belly Clover Honey, 16 oz (Previously S",7.62,5.08,13.97,13.97,13.69,14.25,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d3/d35c3777.jpg
ABO Dataset,B07P82MMQF,Amazon Brand - Solimo Plastic Atta/Dough Maker,24.0,24.0,12.0,24.0,23.52,24.48,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ea/eabfdb01.jpg
ABO Dataset,B07G2VWR56,AmazonBasics USB C 18W with Power Delivery and 12W USB A Car,7.3,3.3,3.3,7.3,7.15,7.45,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/94/94803a5e.jpg
ABO Dataset,B07M8CMBJZ,"Amazon Brand - Mama Bear Non-Slip Suction Plate, Set of 2 (B",20.0,20.0,4.0,20.0,19.6,20.4,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/97/97c92226.jpg
ABO Dataset,B07W48JF15,AmazonBasics Leather Hole Punch - 2.5mm-5mm,24.13,8.13,3.3,24.13,23.65,24.61,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1f/1f091ebf.jpg
ABO Dataset,B07JVNTQBH,"Amazon Brand - Solimo Elastic Knee Stabilizer, Large/Extra L",6.35,22.54,7.62,22.54,22.09,22.99,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f3/f3aa5013.jpg
ABO Dataset,B07HMYMC33,AmazonBasics Stackable Sliding Basket Drawer Storage Organiz,42.42,27.43,26.67,42.42,41.57,43.27,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e0/e05e4985.jpg
ABO Dataset,B0093VGM7M,AmazonBasics Protective TPU Plastic Case in Black with Scree,12.45,6.1,1.02,12.45,12.2,12.7,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/34/346c66c6.jpg
ABO Dataset,B084J1JWX6,"Amazon Brand - Happy Belly Extra Virgin Olive Oil, Mediterra",6.83,6.83,20.5,20.5,20.09,20.91,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/45/45420902.jpg
ABO Dataset,B07SMGZFFN,"AmazonBasics Foldable Cargo Trunk Organizer for Cars, SUVs,",55.88,31.75,38.1,55.88,54.76,57.0,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2a/2a56ef0a.jpg
ABO Dataset,B074H6F68H,"365 Everyday Value, Organic Kettle Corn, Sweet & Salty, 6 oz",18.16,7.62,29.59,29.59,29.0,30.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/54/54491ad9.jpg
ABO Dataset,B07NRL1V92,"365 Everyday Value, Wild-Caught Breaded Fish Sticks (Frozen)",26.29,11.56,21.46,26.29,25.76,26.82,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/9f/9fed3baa.jpg
ABO Dataset,B074MH7Q23,"365 Everyday Value, Organic Deluxe Shells & Creamy Cheddar S",11.43,15.88,4.92,15.88,15.56,16.2,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/19/190b7346.jpg
ABO Dataset,B07WR41L4K,AmazonCommercial Cleaning Tools Caddy (Pack of 3),38.4,17.0,27.5,38.4,37.63,39.17,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/db/db427c34.jpg
ABO Dataset,B073Q5HG9S,AmazonBasics Stainless Steel Tumbler Soap Dish White,13.97,8.89,2.54,13.97,13.69,14.25,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1f/1fc06950.jpg
ABO Dataset,B078JFFX4L,Amazon Brand – Stone & Beam Modern Round Ceramic Home Decor,13.67,13.67,16.84,16.84,16.5,17.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/19/194c7657.jpg
ABO Dataset,B07PPV8DTJ,"365 Everyday Value, Essential Oil Lemongrass Value Size, 2 f",3.81,3.94,10.16,10.16,9.96,10.36,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/62/6218fb49.jpg
ABO Dataset,B01DA8LC0A,"Home Discount 1, 2 &amp; 3 Corona Console Tables",56.0,94.0,45.0,94.0,92.12,95.88,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2b/2b40dbcc.jpg
ABO Dataset,B074H5BV39,"365 Everyday Value, Chelated Zinc plus Copper, 60 ct",4.67,4.67,8.2,8.2,8.04,8.36,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/01/010607f6.jpg
ABO Dataset,B081F7V84T,"AmazonBasics Unscented Pillar Candles - 2.8” X 6”, 4-Pack",36.83,39.37,36.83,39.37,38.58,40.16,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f8/f89b6b37.jpg
ABO Dataset,B07V7G8L8Y,"AmazonBasics Anti-Slip Rug Underlay, 140 x 200 cm",27.94,21.03,9.98,27.94,27.38,28.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ad/adc2cabb.jpg
ABO Dataset,B07BHFLJGV,AmazonBasics Automatic Open Travel Umbrella with Wind Vent -,28.45,5.08,6.35,28.45,27.88,29.02,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/88/881a9b92.jpg
ABO Dataset,B07DBCMTD3,Amazon Brand – Ravenna Home Metal Living Room Slim Standing,40.34,40.64,40.34,40.64,39.83,41.45,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0e/0ede226c.jpg
ABO Dataset,B08F7W4TL1,Amazon Brand - Symbol Men's Analog Black Dial Watch,10.0,8.5,5.5,10.0,9.8,10.2,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/cc/ccd015b6.jpg
ABO Dataset,B07TVPVC7N,AmazonBasics - 2-in-1 Bluetooth Transmitter/Receiver Adapter,5.41,4.01,1.47,5.41,5.3,5.52,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/52/5291af82.jpg
ABO Dataset,B07D6C6HYB,"AmazonBasics PETG 3D Printer Filament, 1.75mm, Translucent,",23.39,21.11,7.59,23.39,22.92,23.86,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b9/b9b8756a.jpg
ABO Dataset,B004A15L0Y,"Men's Stainless Steel Textured Cross Pendant Necklace, 22""",9.91,8.38,1.02,9.91,9.71,10.11,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4f/4f8dede6.jpg
ABO Dataset,B07VTS91DQ,AmazonBasics 4-Port USB to USB 2.0 Ultra-Mini Hub Adapter (R,6.3,4.88,1.73,6.3,6.17,6.43,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/be/be59b31c.jpg
ABO Dataset,B07RKST61L,"AmazonCommercial 3-Inch Screw with Side Brake TPR Caster, Si",8.61,12.8,7.01,12.8,12.54,13.06,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/92/923481d1.jpg
ABO Dataset,B07Y3QQXY8,"AmazonBasics 12 Inch School Classroom Stack Chair, Chrome Le",45.72,44.45,60.96,60.96,59.74,62.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/59/597c769a.jpg
ABO Dataset,B07WR9HXYH,"Amazon Brand - Happy Belly Half & Half, Ultra-Pasteurized, K",30.48,20.96,25.4,30.48,29.87,31.09,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/22/22f5040d.jpg
ABO Dataset,B074H5CNG2,"365 Everyday Value, Breaded Chicken Nuggets, 24 oz, (Frozen)",24.77,9.4,27.3,27.3,26.75,27.85,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/96/965f9f33.jpg
ABO Dataset,B0856ZTZPH,AmazonBasics 32-Piece Electronics Repair Screwdriver Set (Re,20.32,11.43,3.17,20.32,19.91,20.73,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c6/c663d682.jpg
ABO Dataset,B07FSFZ97W,Amazon Brand - Solimo - Family Mix Biscuits - 6 packs (700g,30.0,25.3,29.0,30.0,29.4,30.6,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/fe/fe71948a.jpg
ABO Dataset,B07QH5MDV6,AmazonBasics USB Headset with Microphone and Mute Function,16.99,14.0,4.8,16.99,16.65,17.33,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/88/880b19b7.jpg
ABO Dataset,B07D7V194M,"Whole Foods Market Brioche Loaf With Cinnamon Swirl, 14.11 O",7.75,13.59,28.57,28.57,28.0,29.14,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b1/b179a8c5.jpg
ABO Dataset,B07KWRMQHG,"AmazonCommercial Facial Tissue Cube Box, 95 Sheets per Box,",12.0,11.9,11.0,12.0,11.76,12.24,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b7/b7c133b4.jpg
ABO Dataset,B07TDDFPVB,AmazonBasics - 7W LED Flat Round Recessed Spotlight 70mm 270,8.4,8.4,4.24,8.4,8.23,8.57,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/89/89814fc1.jpg
ABO Dataset,B0886QNFG1,Amazon Brand - Solimo Baby Water Resistant Dry Sheet Medium,35.6,25.4,0.2,35.6,34.89,36.31,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/45/45edc8fe.jpg
ABO Dataset,B07FPVZR4Q,"AmazonBasics Deluxe Wheel Covers, 26.75"" - 29"" (4-Pack)",73.66,21.59,67.95,73.66,72.19,75.13,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a3/a330765e.jpg
ABO Dataset,B072PW7DXQ,"Amazon Brand – Rivet Distressed Floral Medallion Rug, 5'3"" x",233.68,152.4,0.51,233.68,229.01,238.35,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ad/ad7ccdca.jpg
ABO Dataset,B07FFSKBKW,AmazonBasics Foaming Soap Pump Dispenser - Nickel,15.24,10.41,10.16,15.24,14.94,15.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f4/f4c49f89.jpg
ABO Dataset,B07XL231LW,"Amazon Brand - Solimo Baby Oil Gel with Aloe & Vitamin E, 6.",3.56,6.71,16.61,16.61,16.28,16.94,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/26/26a4d84a.jpg
ABO Dataset,B07V7RCF8H,AmazonBasics Slim High-Speed 10 Port USB 3.0 Hub with AC Ada,22.0,3.3,1.6,22.0,21.56,22.44,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b5/b5b736dc.jpg
ABO Dataset,B01DN8THN6,"AmazonBasics Badge Holder, Vertical, Clear, 50 per Pack",11.0,6.7,5.0,11.0,10.78,11.22,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/7c/7c66e399.jpg
ABO Dataset,B00PMMB4X8,AmazonBasics Carrying Case for GoPro - Large,33.02,22.86,6.35,33.02,32.36,33.68,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0c/0ccb31f9.jpg
ABO Dataset,B07SDPFM95,"AmazonBasics Bullet/Chisel Reversible Tip Chalk Markers, Cla",13.89,1.8,2.18,13.89,13.61,14.17,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/75/750920c6.jpg
ABO Dataset,B07S846HD7,AmazonBasics 32 Piece Impact Wrench Bit Set,10.01,7.49,3.99,10.01,9.81,10.21,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c3/c3281ee2.jpg
ABO Dataset,B005VTGCE8,AmazonBasics Leather Folio Cover with Multi-Angle Adjustable,19.99,2.49,13.0,19.99,19.59,20.39,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/5f/5f7f9898.jpg
ABO Dataset,B086F7J37Q,"AmazonCommercial Heavy Duty Grease Hose Reel, 1/4"" x 50' Ret",44.45,21.59,50.29,50.29,49.28,51.3,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/80/808da8fe.jpg
ABO Dataset,B06XXZQ4B5,Amazon Brand - Solimo XXXL Bean Bag Cover Without Beans (Bla,127.0,127.0,117.0,127.0,124.46,129.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b3/b3e4ec1b.jpg
